,S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
163,164,1,1,0.99,0.01,Spare Boot,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0133779264214046,1
164,165,0,1,0.7240000000000001,0.276,Softfoot,,1,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.020066889632107,0
165,166,0,1,0.813,0.187,Spotted Pate of Maidenpool,,1,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0
166,167,0,0,0.32299999999999995,0.677,Squint,,0,,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,0
167,168,0,0,0.08,0.92,Squirrel,,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652,0
168,169,1,1,0.998,0.002,Steffarion Sparr,,1,Ironborn,,,,,,House Sparr,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1
169,170,0,0,0.152,0.848,Stafford Lannister,Ser,1,Westerman,246.0,299.0,,,,House Lannister,Myranda Lefford,1,1,1,1,1,,,,1.0,1,1,53.0,1,1,0,0.170568561872909,0
170,171,1,0,0.13,0.87,Steffon Fossoway,Ser,1,,,,,,,House Fossoway of Cider Hall,,0,0,0,0,0,,,,,0,1,,0,0,0,0.040133779264214,1
171,172,1,1,0.747,0.253,Steffon Hollard,Ser,0,,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428093,1
172,173,1,0,0.036000000000000004,0.9640000000000001,Stannis Baratheon,,1,,,,Cassana Estermont,Steffon Baratheon,Shireen Baratheon,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,4,1,1,1.0,1
173,174,1,1,0.598,0.402,Steffon Varner,Lord,1,,,,,,,House Varner,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
174,175,0,0,0.494,0.506,Stone Thumbs,,0,Free Folk,,299.0,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,0
175,176,1,1,0.9990000000000001,0.001,Stonehand,,0,Ironborn,,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448160535,1
176,177,1,1,0.665,0.335,Sybassion,,1,Qarth,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1
177,178,0,0,0.32799999999999996,0.672,Sylas,,0,,,294.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,0
178,179,1,0,0.29600000000000004,0.7040000000000001,Symon Stripeback,,1,,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652,1
179,180,1,1,0.9329999999999999,0.067,Symond Botley,,1,Ironborn,,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163,1
180,181,1,1,0.7140000000000001,0.28600000000000003,Tagganaro,,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0301003344481605,1
181,182,1,1,0.945,0.055,Tal Toraq,,1,Summer Isles,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0234113712374581,1
182,183,1,1,0.982,0.018000000000000002,Talea,,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1
183,184,1,0,0.213,0.787,Talla Tarly,,1,,,,,,,House Tarly,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0702341137123745,1
184,185,1,1,0.968,0.032,Tansy,,0,,,,,,,Peach,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1
185,186,1,1,0.983,0.017,Tansy (orphan),,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
186,187,1,0,0.21,0.79,Tarber,,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0334448160535117,1
187,188,1,1,0.968,0.032,Terrance Lynderly,,0,,,,,,,House Lynderly,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
188,189,1,1,0.98,0.02,Terro,,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1
189,190,1,1,0.6659999999999999,0.33399999999999996,Theo Frey,Ser,1,,,,,,,House Frey,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
190,191,1,1,0.9940000000000001,0.006,Theobald,Seneschal,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.020066889632107,1
191,192,0,1,0.7240000000000001,0.276,Thistle,,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0167224080267558,0
192,193,1,0,0.212,0.7879999999999999,Theon Stark,,1,Northmen,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0568561872909698,1
193,194,1,1,0.997,0.003,Thormor Ironmaker,,1,Ironborn,,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
194,195,1,1,0.9079999999999999,0.092,Tim Stone,,0,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1
195,196,1,1,0.74,0.26,Timon,Ser,0,,,,,,,,,0,1,1,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1
196,197,1,1,0.9690000000000001,0.031,Timett (father),,0,Vale mountain clans,,,,,,Burned Men,,1,1,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046,1
197,198,1,1,0.997,0.003,Timoth,,1,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
198,199,1,0,0.142,0.858,Tobbot,,0,,,,,,,House Clegane,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
199,200,1,1,0.873,0.127,Toefinger,,1,Free Folk,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
200,201,0,1,0.7190000000000001,0.281,Todric,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558,0
201,202,1,1,0.9890000000000001,0.011000000000000001,Tom Costayne,Ser,0,,,,,,,House Costayne,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
202,203,1,1,0.826,0.174,TomToo,,0,Northmen,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1
203,204,0,0,0.15,0.85,Tommard Heddle,Ser,1,,,211.0,,,,House Heddle,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0468227424749163,0
204,205,1,0,0.31,0.69,Toregg,,1,Free Folk,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0267558528428093,1
205,206,1,1,0.937,0.063,Torrek,,0,Vale mountain clans,,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
206,207,0,1,0.772,0.228,Tothmure,Maester,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,0
207,208,1,0,0.193,0.807,Torrhen Stark,,1,Northmen,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0903010033444816,1
208,209,0,1,0.8029999999999999,0.19699999999999998,Tregar,,0,,,298.0,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,0
209,210,1,1,0.983,0.017,Tregar Ormollen,,1,Lyseni,,,,,,,,0,1,0,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1
210,211,1,1,0.868,0.132,Tristan Ryger,,0,,,,,,,House Ryger,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
211,212,1,1,0.6609999999999999,0.33899999999999997,Tristifer V Mudd,,1,,,,,Tristifer IV Mudd,,,,0,0,0,0,0,,0.0,,,0,0,,0,0,0,0.0167224080267558,1
212,213,1,1,0.598,0.402,Tristimun,Ser,1,,,,,,,Sea watch,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0,1
213,214,0,0,0.193,0.807,Tristifer IV Mudd,,1,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0535117056856187,0
214,215,1,1,0.74,0.26,Tuffleberry,,0,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
215,216,1,1,0.74,0.26,Tumberjon,,0,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
216,217,1,0,0.4,0.6,Tumco Lho,Ser,1,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0301003344481605,1
217,218,1,1,0.927,0.073,Turnip,,0,northmen,,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
218,219,1,1,0.759,0.24100000000000002,Turquin,Maester,1,,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.00334448160535117,1
219,220,1,1,0.76,0.24,Tybero Istarion,,1,,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046,1
220,221,1,0,0.32299999999999995,0.677,Tymor,,1,,,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
221,222,0,1,0.7959999999999999,0.204,Ulf the Ill,,0,Ironborn,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0
222,223,1,1,0.725,0.275,Tywin Frey (son of Raymund),,1,,299.0,,,,,House Frey,,0,0,0,1,0,,,,,0,0,6.0,0,0,0,0.13377926421404598,1
223,224,1,1,0.7959999999999999,0.204,Uller,,1,Ironborn,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1
224,225,1,1,0.674,0.326,Umar,,0,Vale mountain clans,,,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
225,226,1,1,0.838,0.162,Umfred,,0,,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
226,227,1,1,0.998,0.002,Umma,,0,,,,,,,Faceless Men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
227,228,1,1,0.76,0.24,Urreg,,0,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
228,229,1,1,0.996,0.004,Urek Ironmaker,,1,Ironborn,,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
229,230,1,1,0.767,0.233,Urrathon,,0,Qartheen,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1
230,231,1,0,0.203,0.797,Urzen,,1,Ironborn,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.020066889632107,1
231,232,1,0,0.47700000000000004,0.523,Urron Greyiron,,1,Ironborn,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.040133779264214,1
232,233,1,1,0.71,0.29,Urrigon Greyjoy,,1,Ironborn,268.0,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,37.0,0,0,0,0.0735785953177257,1
233,234,0,0,0.002,0.998,Uthor Underleaf,Ser,1,,181.0,,,,,,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0501672240802675,0
234,235,0,0,0.075,0.925,Utt,Septon,1,,,299.0,,,,Brave Companions,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0234113712374581,0
235,236,1,1,0.997,0.003,Vaellyn,Archmaester,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1
236,237,0,1,0.758,0.242,Varly,,0,northmen,,298.0,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558,0
237,238,1,1,0.988,0.012,Veiled Lady,,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
238,239,1,1,0.718,0.282,Vickon Botley,,1,Ironborn,,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163,1
239,240,1,1,0.773,0.22699999999999998,Violet,,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1
240,241,1,1,0.9540000000000001,0.046,Victor Tyrell,Ser,0,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,1,,0,0,0,0.123745819397993,1
241,242,1,1,0.823,0.177,Walda Frey (daughter of Lothar),,0,,294.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,11.0,0,0,0,0.0869565217391304,1
242,243,1,1,0.747,0.253,Walda Frey (daughter of Edwyn),,0,,290.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,15.0,0,0,0,0.103678929765886,1
243,244,1,1,0.805,0.195,Walda Frey (daughter of Rhaegar),,0,,288.0,,,,,House Frey,,0,0,0,0,0,,,,,0,0,17.0,0,0,0,0.0,1
244,245,1,1,0.773,0.22699999999999998,Walda Frey (daughter of Walton),,0,,280.0,,,,,House Frey,,0,0,0,0,0,,,,,0,0,25.0,0,0,0,0.0,1
245,246,1,1,0.809,0.191,Walda Frey (daughter of Merrett),,0,,283.0,,,,,House Frey,Roose Bolton,0,0,0,0,0,,,,1.0,1,0,22.0,0,0,0,0.0,1
246,247,1,0,0.201,0.799,Walda Rivers (daughter of Aemon),,0,,295.0,,,,,House Frey,,0,0,1,0,0,,,,,0,0,10.0,0,0,0,0.0267558528428093,1
247,248,1,1,0.784,0.21600000000000003,Walder Frey (son of Jammos),,1,,291.0,,,,,House Frey,,0,0,0,0,0,,,,,0,0,14.0,0,0,0,0.0,1
248,249,1,1,0.6829999999999999,0.317,Walder Frey (son of Emmon),,0,,285.0,,,,,House Frey of Riverrun,,0,0,0,0,0,,,,,0,0,20.0,0,0,0,0.0,1
249,250,1,1,0.8240000000000001,0.17600000000000002,Walder Frey (son of Ryman),,1,Rivermen,260.0,,,,,House Frey,,0,0,0,0,0,,,,,0,0,45.0,0,0,0,0.0,1
250,251,0,1,0.813,0.187,Walder Frey (son of Merrett),,1,,291.0,300.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,9.0,0,0,0,0.0,0
251,252,0,1,0.532,0.46799999999999997,Wallen,,0,,,298.0,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.020066889632107,0
252,253,1,1,0.9159999999999999,0.084,Walton,,1,northmen,,,,,,House Bolton,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0468227424749163,1
253,254,0,0,0.385,0.615,Walys Flowers,Maester,1,Reach,,283.0,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0234113712374581,0
254,255,1,1,0.76,0.24,Wat (Barleycorn),,1,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
255,256,1,1,0.9059999999999999,0.094,Blue Bard,,1,,,,,,,House Tyrell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0535117056856187,1
256,257,1,1,0.988,0.012,Wat (orphan),,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535117,1
257,258,1,1,0.99,0.01,Wat (sailor),,0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
258,259,1,1,0.809,0.191,Wat (Standfast),,0,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
259,260,1,1,0.7959999999999999,0.204,Wat (Wet),,1,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
260,261,1,1,0.945,0.055,Wate,,0,,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
261,262,0,1,0.7020000000000001,0.298,Watt,,1,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0167224080267558,0
262,263,1,1,0.758,0.242,Wayn (guard),,1,Northmen,,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
263,264,1,1,0.7240000000000001,0.276,Weasel,,1,,296.0,,,,,,,0,1,0,0,0,,,,,0,0,9.0,0,0,0,0.0167224080267558,1
264,265,1,1,0.813,0.187,Wendell Webber,Ser,1,,,,,,,House Webber,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
265,266,1,1,0.767,0.233,Wendello Qar Deeth,,0,Qartheen,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
266,267,1,1,0.8220000000000001,0.17800000000000002,Werlag,,0,Ironborn,,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
267,268,0,0,0.47,0.53,Rafford,,1,,,300.0,,,,House Clegane,,0,1,1,1,1,,,,,0,0,,0,0,0,0.0969899665551839,0
268,269,1,1,0.7879999999999999,0.212,Jhogo,Bloodrider,0,Dothraki,281.0,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.20066889632107002,1
269,270,1,0,0.385,0.615,Sour Alyn,,1,,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652,1
270,271,1,1,0.6509999999999999,0.349,Tobho Mott,,1,Qohor,,,,,,,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0836120401337792,1
271,272,1,0,0.02,0.98,Zollo,,1,Dothraki,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0367892976588628,1
272,273,0,1,0.6920000000000001,0.308,Tanda Stokeworth,Stokeworth,0,,,300.0,,,,House Stokeworth,,1,1,1,1,1,,,,,0,1,,1,1,0,0.11371237458193902,0
273,274,1,0,0.313,0.687,Samwell Tarly,,1,Westeros,283.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,22.0,0,0,1,0.9698996655518392,1
274,275,1,1,0.741,0.259,Abelar Hightower,Ser,1,,,,,,,House Hightower,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
275,276,1,0,0.19399999999999998,0.8059999999999999,Addam Frey,Ser,1,,,,,,,House Frey,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0267558528428093,1
276,277,1,1,0.813,0.187,Addam,Ser,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1
277,278,0,0,0.187,0.813,Addam Osgrey,,1,,183.0,196.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,13.0,0,0,0,0.0367892976588628,0
278,279,1,1,0.759,0.24100000000000002,Aegon Frey (son of Aenys),,1,,253.0,,,,,House Frey,,0,0,0,0,0,,,,,0,0,52.0,0,0,0,0.0,1
279,280,0,1,0.767,0.233,Aegon Frey (son of Stevron),,1,,249.0,299.0,,,,House Frey,,0,0,0,0,0,,,,,0,0,50.0,0,0,0,0.0,0
280,281,0,0,0.11,0.89,Aegon I Targaryen,,1,,,,Valaena Velaryon,Aerion Targaryen,Aenys Targaryen,,,0,0,0,0,0,1.0,0.0,1.0,,0,0,,6,1,1,1.0,0
281,282,0,0,0.031,0.9690000000000001,Aegon II Targaryen,,1,,,,Alicent Hightower,Viserys I Targaryen,Jaehaerys Targaryen,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,7,1,1,0.759197324414715,0
282,283,0,0,0.064,0.9359999999999999,Aegon IV Targaryen,,1,,,,,,Daeron II Targaryen,,,0,0,0,0,0,,,0.0,,0,0,,15,1,1,0.675585284280936,0
283,284,1,0,0.053,0.9470000000000001,Aegon Targaryen (son of Baelon),Prince,1,Valyrian,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1
284,285,0,0,0.003,0.997,Aegon III Targaryen,,1,Valyrian,,,Rhaenyra Targaryen,Daemon Targaryen,Daeron I Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,8,1,1,0.6254180602006679,0
285,286,0,0,0.001,0.9990000000000001,Aegon Targaryen (son of Jaehaerys I),Prince,0,Valyrian,50.0,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0,0
286,287,0,0,0.057,0.943,Aegon Targaryen (son of Aenys I),Prince,1,Valyrian,26.0,43.0,,,,House Targaryen,Rhaena Targaryen,0,0,0,0,0,,,,1.0,1,1,17.0,0,0,0,0.0,0
287,288,0,0,0.003,0.997,Aegon Targaryen (son of Rhaegar),,1,Valyrian,281.0,283.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,2.0,0,0,0,0.0,0
288,289,1,1,0.62,0.38,Aemon Costayne,,1,,,,,,,House Costayne,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
289,290,0,0,0.031,0.9690000000000001,Aenys I Targaryen,,1,,,,Rhaenys Targaryen,Aegon I Targaryen,Aegon Targaryen,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,5,1,1,0.57190635451505,0
290,291,1,1,0.76,0.24,Aethan,,0,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1
291,292,1,1,0.7190000000000001,0.281,Aethelmure,Grand Maester,0,,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
292,293,0,0,0.051,0.9490000000000001,Aggar,,1,,,299.0,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0,0,0.0267558528428093,0
293,294,1,1,0.998,0.002,Agrivane,Archmaester,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1
294,295,0,0,0.07,0.93,Aerys I Targaryen,,1,,,,Mariah Martell,Daeron II Targaryen,Rhaegel Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,3,1,1,0.622073578595317,0
295,296,1,1,0.988,0.012,Alaric of Eysen,,0,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
296,297,0,0,0.11,0.89,Aerys II Targaryen,,1,,,,Shaera Targaryen,Jaehaerys II Targaryen,Rhaegar Targaryen,,,0,0,0,0,0,1.0,0.0,0.0,,0,0,,10,1,1,1.0,0
297,298,0,0,0.282,0.718,Alebelly,,1,Northmen,,299.0,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0301003344481605,0
298,299,0,1,0.975,0.025,Alequo Adarys,,1,Tyroshi,,266.0,,,,Band of Nine,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0
299,300,1,1,0.948,0.052000000000000005,Alester Oakheart,,1,,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1
300,301,1,1,0.746,0.254,Alia,,0,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
301,302,0,1,0.767,0.233,All-for-Joffrey,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,0
302,303,1,1,0.981,0.019,Allaquo,,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1
303,304,1,1,0.726,0.27399999999999997,Allyria Dayne,,0,,,,,,,House Dayne,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0234113712374581,1
304,305,0,0,0.031,0.9690000000000001,Alicent Hightower,LadyQueenDowager Queen,0,,88.0,133.0,,,,House Hightower,Viserys I Targaryen,0,0,0,0,0,,,,0.0,1,1,45.0,4,1,0,0.267558528428093,0
305,306,1,1,0.987,0.013000000000000001,Alyce,,1,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1
306,307,1,1,0.9640000000000001,0.036000000000000004,Alvyn Sharp,,1,Ironborn,,,,,,House Sharp,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1
307,308,1,1,0.9470000000000001,0.053,Alyn Hunt,Ser,1,,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1
308,309,1,1,0.737,0.263,Alys Arryn,,0,,,,,,,House Arryn,Elys Waynwood,0,0,0,1,0,,,,1.0,1,0,,1,1,0,0.0802675585284281,1
309,310,1,0,0.262,0.738,Alysanne Bracken,,0,,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0334448160535117,1
310,311,0,0,0.085,0.915,Alyn Velaryon,Lord of the Tides,1,Valyrian,115.0,171.0,,,,House Velaryon,Baela Targaryen,0,0,0,1,1,,,,0.0,1,1,56.0,0,0,0,0.160535117056856,0
311,312,0,0,0.2,0.8,Alysanne Osgrey,,0,,188.0,209.0,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,21.0,0,0,0,0.0267558528428093,0
312,313,1,1,0.755,0.245,Alyssa Arryn,,0,,,,,,,House Arryn,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
313,314,1,1,0.758,0.242,Alysanne Hightower,,0,,,,,,,House Hightower,Arthur Ambrose,0,0,0,1,0,,,,1.0,1,0,,0,0,0,0.0568561872909698,1
314,315,1,0,0.304,0.696,Amabel,,0,,,,,,,House Whent,,0,1,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
315,316,1,1,0.976,0.024,Ambrode,,0,Ironborn,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1
316,317,1,1,0.593,0.40700000000000003,Andrey Dalt,Ser,0,Dornish,,,,,,House Dalt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0367892976588628,1
317,318,0,1,0.5660000000000001,0.434,Andrey Charlton,Ser,1,,,299.0,,,,House Charlton,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,0
318,319,1,1,0.736,0.264,Argrave the Defiant,Ser,1,,,,,,,House Butterwell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1
319,320,1,1,0.7959999999999999,0.204,Armen,,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0301003344481605,1
320,321,1,1,0.767,0.233,Arneld,Ser,1,,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0,0,0.00334448160535117,1
321,322,1,1,0.767,0.233,Arnell,Ser,1,,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1
322,323,1,1,0.7090000000000001,0.29100000000000004,Arrec Durrandon,,1,,,,,,Arlan V Durrandon,,,0,0,0,0,0,,,1.0,,0,0,,0,0,0,0.0,1
323,324,1,1,0.7040000000000001,0.29600000000000004,Arron,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0434782608695652,1
324,325,1,1,0.9179999999999999,0.08199999999999999,Arryk (guard),,0,,,,,,,House Tyrell,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
325,326,1,0,0.435,0.565,Arron Qorgyle,Ser,1,,,,,,,House Qorgyle,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0234113712374581,1
326,327,1,1,0.537,0.46299999999999997,Arson,,1,Free Folk,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1
327,328,1,1,0.765,0.235,Aubrey Ambrose,Ser,1,,,,,,,House Ambrose,,0,0,0,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1
328,329,1,0,0.141,0.8590000000000001,Ayrmidon,,0,Valyrian,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1
329,330,0,0,0.01,0.99,Baelon Targaryen (son of Viserys I),Prince,1,Valyrian,105.0,105.0,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,0.0,0,0,0,0.10033444816053501,0
